Shop_ID,Kod,Ilosc,StawkaVAT,shop_zn,shop_sb,shop_sn,data
461,4425010503183,8.0,23.0,2.96,4.5,3.67,2024-01-17
461,4425010503183,6.0,23.0,3.4,5.16,4.21,2024-01-17
461,4430060488597,8.0,0.0,8.17,11.7,11.7,2024-01-17
461,4430060484080,9.0,0.0,4.11,6.08,6.08,2024-01-17
461,4430814494436,2.0,0.0,1.03,1.54,1.54,2024-01-17
461,3901020390907,9.0,0.0,1.52,1.54,1.54,2024-01-17
461,3901020390907,7.0,0.0,2.63,2.65,2.65,2024-01-17
461,5709776327720,10.0,8.0,2.01,3.25,3.02,2024-01-17
461,5709776327720,5.0,8.0,2.75,4.44,4.13,2024-01-17
461,3901020390907,5.0,0.0,2.31,2.33,2.33,2024-01-17
461,3901020390907,4.0,0.0,1.9,1.92,1.92,2024-01-17
461,44297898,4.0,23.0,12.77,16.42,13.35,2024-01-17
461,44297898,2.0,23.0,17.71,22.76,18.5,2024-01-17
461,4425194324426,9.0,0.0,10.78,15.21,15.21,2024-01-17
461,4425732751362,6.0,23.0,5.48,9.97,8.11,2024-01-17
461,5832750008749,2.12,0.0,3.66,4.98,4.98,2024-01-17
461,5832750018903,8.09,0.0,2.41,3.7,3.7,2024-01-17
461,4425384337552,4.0,0.0,3.65,5.1,5.1,2024-01-17
461,6534075651229,6.0,0.0,1.87,2.12,2.12,2024-01-17
461,6534075651229,6.0,0.0,1.23,1.4,1.4,2024-01-17
461,4427513796020,11.0,0.0,2.16,2.82,2.82,2024-01-17
461,4426759507958,8.0,0.0,12.23,15.92,15.92,2024-01-17
461,6535575500162,11.0,0.0,7.75,8.37,8.37,2024-01-17
461,4428959956252,6.0,23.0,0.61,1.39,1.14,2024-01-17
461,35142089982,5.09,0.0,1.83,2.62,2.62,2024-01-17
461,35142091248,5.17,0.0,9.35,13.08,13.08,2024-01-17
461,35142091977,5.4,0.0,11.77,16.46,16.46,2024-01-17
461,4427715871593,12.0,23.0,39.11,50.52,41.08,2024-01-17
461,35142085431,4.0,0.0,1.57,2.2,2.2,2024-01-17
461,35142089502,6.12,0.0,5.49,7.53,7.53,2024-01-17
461,35142089436,6.16,0.0,7.06,8.97,8.97,2024-01-17
461,5214436097108,7.0,23.0,4.44,7.7,6.27,2024-01-17
461,4425732751362,5.0,23.0,3.78,6.89,5.61,2024-01-17
461,4427243325785,2.0,0.0,2.54,3.25,3.25,2024-01-17
461,4427243325150,4.0,0.0,5.9,7.52,7.52,2024-01-17
461,3510004427,8.23,0.0,13.13,16.44,16.44,2024-01-17
461,4425732751362,8.0,23.0,9.46,17.23,14.01,2024-01-17
461,5832750008121,6.24,0.0,5.33,6.53,6.53,2024-01-17
461,5832750008121,5.17,0.0,5.81,7.1,7.1,2024-01-17
461,44304174,10.0,23.0,21.03,27.24,22.15,2024-01-17
461,4427820529583,7.0,0.0,4.94,7.39,7.39,2024-01-17
461,4425372982878,4.0,23.0,5.13,9.06,7.38,2024-01-17
461,35142087702,7.34,0.0,20.48,27.08,27.08,2024-01-17
461,35142091659,5.17,0.0,9.91,13.5,13.5,2024-01-17
461,35142085431,7.0,0.0,1.83,2.56,2.56,2024-01-17
461,35142091582,7.05,0.0,4.31,6.27,6.27,2024-01-17
461,35142089436,6.17,0.0,9.55,12.13,12.13,2024-01-17
461,3510001242,4.41,0.0,17.66,23.78,23.78,2024-01-17
461,44297893,6.0,23.0,17.36,21.62,17.58,2024-01-17
461,44297893,8.0,23.0,14.66,18.26,14.85,2024-01-17
461,3750084488493,4.0,23.0,6.39,12.5,10.17,2024-01-17
461,4425295504917,2.0,0.0,1.35,2.11,2.11,2024-01-17
461,5716650858439,5.0,0.0,1.52,1.93,1.93,2024-01-17
461,4425295504927,7.0,0.0,1.85,3.12,3.12,2024-01-17
461,35142097745,3.0,0.0,3.02,3.85,3.85,2024-01-17
461,4425800553330,3.0,0.0,1.82,2.67,2.67,2024-01-17
461,35142088848,5.13,0.0,3.36,5.69,5.69,2024-01-17
461,4425010501635,10.0,23.0,2.58,3.4,2.77,2024-01-17
461,4425851250046,10.0,8.0,1.74,2.65,2.46,2024-01-17
461,4425851275555,8.0,8.0,1.19,2.79,2.58,2024-01-17
461,4425851264973,2.0,8.0,1.03,1.69,1.57,2024-01-17
461,35142091275,9.21,0.0,10.77,14.28,14.28,2024-01-17
461,35142090438,3.25,0.0,6.83,9.68,9.68,2024-01-17
461,35142089982,1.13,0.0,3.18,4.54,4.54,2024-01-17
461,35142097746,7.0,0.0,1.43,1.79,1.79,2024-01-17
461,4425561765567,2.0,0.0,7.93,8.33,8.33,2024-01-17
461,4427820525243,10.0,23.0,0.68,1.19,0.97,2024-01-17
461,3510000945,2.0,0.0,3.34,3.8,3.8,2024-01-17
461,4427243325785,7.0,0.0,4.38,5.61,5.61,2024-01-17
461,35142086514,3.17,0.0,6.39,8.77,8.77,2024-01-17
461,4427820529386,6.0,23.0,4.9,7.36,5.99,2024-01-17
461,35142090438,6.17,0.0,3.82,5.41,5.41,2024-01-17
461,35142084327,7.37,0.0,16.66,23.09,23.09,2024-01-17
461,4428677250507,6.0,0.0,5.48,8.23,8.23,2024-01-17
461,35142083889,1.19,0.0,5.86,8.52,8.52,2024-01-17
461,35142090081,7.2,0.0,6.09,8.59,8.59,2024-01-17
461,35142089631,9.1,0.0,2.84,3.86,3.86,2024-01-17
461,35142097521,4.0,0.0,0.85,1.13,1.13,2024-01-17
461,5832750008749,4.15,0.0,4.38,5.95,5.95,2024-01-17
461,35142091275,3.16,0.0,4.5,5.98,5.98,2024-01-17
461,3510000945,4.0,0.0,4.73,5.39,5.39,2024-01-17
461,4427174356670,12.0,0.0,12.39,15.14,15.14,2024-01-17
461,4425185250057,2.0,0.0,8.38,12.07,12.07,2024-01-17
461,35142089436,9.32,0.0,13.18,16.73,16.73,2024-01-17
461,5716650858439,8.0,0.0,7.29,9.28,9.28,2024-01-17
461,35142087702,2.19,0.0,6.9,9.13,9.13,2024-01-17
461,5832750008749,4.31,0.0,10.81,14.69,14.69,2024-01-17
461,4425615014328,3.0,0.0,2.78,4.11,4.11,2024-01-17
461,35142091248,8.15,0.0,9.02,12.62,12.62,2024-01-17
461,4425147750025,2.0,0.0,1.98,3.37,3.37,2024-01-17
461,5832750017808,5.41,0.0,7.81,11.73,11.73,2024-01-17
461,35142094222,8.35,0.0,4.48,6.94,6.94,2024-01-17
461,35142091275,3.23,0.0,9.85,13.05,13.05,2024-01-17
461,4427820527928,4.0,0.0,1.58,2.17,2.17,2024-01-17
461,4425851250184,7.0,8.0,2.02,3.19,2.96,2024-01-17
461,4425851250097,10.0,8.0,1.81,2.74,2.54,2024-01-17
461,5709775645324,7.0,8.0,2.49,3.87,3.59,2024-01-17
461,5709776327720,2.0,8.0,2.15,3.48,3.23,2024-01-17
461,4428959956252,7.0,23.0,0.82,1.87,1.52,2024-01-17
461,4425800555055,3.0,0.0,5.29,6.11,6.11,2024-01-17
461,4425800555055,5.0,0.0,4.38,5.06,5.06,2024-01-17
461,5832750018903,9.1,0.0,2.77,4.26,4.26,2024-01-17
461,35142091582,5.05,0.0,3.42,4.96,4.96,2024-01-17
461,4427820525409,9.0,0.0,2.67,2.86,2.86,2024-01-17
461,35142088579,6.12,0.0,2.7,3.87,3.87,2024-01-17
461,5716650006813,7.0,23.0,9.28,16.61,13.51,2024-01-17
461,6533250394291,3.0,23.0,24.95,41.03,33.37,2024-01-17
461,4425250506154,5.0,23.0,1.93,3.39,2.75,2024-01-17
461,4427076438221,2.0,0.0,10.48,15.15,15.15,2024-01-17
461,4425264011848,10.0,0.0,2.99,4.35,4.35,2024-01-17
461,5832750006722,3.34,0.0,2.73,4.47,4.47,2024-01-17
461,4499033238441,9.0,23.0,0.5,1.04,0.85,2024-01-17
461,4425257251419,3.0,23.0,20.93,31.56,25.66,2024-01-17
461,4425250504692,6.0,0.0,4.73,7.78,7.78,2024-01-17
461,35142090081,9.23,0.0,10.46,14.77,14.77,2024-01-17
461,3510004427,8.18,0.0,11.73,14.69,14.69,2024-01-17
461,5832750010672,2.28,0.0,13.54,18.19,18.19,2024-01-17
461,4425248707026,10.0,0.0,7.79,11.7,11.7,2024-01-17
461,4425482286908,10.0,0.0,2.81,3.3,3.3,2024-01-17
461,4425482286898,5.0,0.0,2.09,2.45,2.45,2024-01-17
461,4425518273279,6.0,0.0,4.55,5.83,5.83,2024-01-17
461,4427715946688,5.0,23.0,16.87,21.77,17.7,2024-01-17
461,4425482286435,3.0,0.0,8.48,8.29,8.29,2024-01-17
461,4430060484080,7.0,0.0,4.45,6.59,6.59,2024-01-17
461,4430731112382,10.0,0.0,6.56,9.8,9.8,2024-01-17
461,3510000912,9.24,0.0,13.57,18.92,18.92,2024-01-17
461,4425518314626,9.0,0.0,4.83,6.86,6.86,2024-01-17
461,44297991,8.0,23.0,16.31,20.88,16.97,2024-01-17
461,44297991,9.0,23.0,17.29,22.14,18.0,2024-01-17
461,31550341,9.0,23.0,12.85,16.78,13.64,2024-01-17
461,35142089976,2.26,0.0,2.13,2.13,2.13,2024-01-17
461,4425587250318,6.0,8.0,7.59,9.3,8.62,2024-01-17
461,4425615000031,6.0,0.0,4.43,5.68,5.68,2024-01-17
461,4425384225081,4.0,0.0,5.36,6.0,6.0,2024-01-17
461,4425384225081,6.0,0.0,6.12,6.85,6.85,2024-01-17
461,5832750006722,9.17,0.0,0.89,1.45,1.45,2024-01-17
461,4425194345833,8.0,0.0,5.55,7.74,7.74,2024-01-17
461,35142084327,9.19,0.0,7.93,10.98,10.98,2024-01-17
461,4425476250011,4.0,23.0,2.46,4.74,3.85,2024-01-17
461,4499033238441,8.0,23.0,0.36,0.74,0.6,2024-01-17
461,4499033238441,4.0,23.0,0.5,1.03,0.84,2024-01-17
461,3022950036954,9.0,23.0,14.34,18.78,15.27,2024-01-17
461,4427820526848,9.0,0.0,1.19,1.85,1.85,2024-01-17
461,4427820526848,4.0,0.0,1.6,2.48,2.48,2024-01-17
461,4427715758579,5.0,23.0,16.3,21.05,17.11,2024-01-17
461,5716657808759,6.0,0.0,2.14,3.15,3.15,2024-01-17
461,5716657808759,9.0,0.0,1.11,1.64,1.64,2024-01-17
461,4425010501635,4.0,23.0,2.85,3.76,3.06,2024-01-17
461,35142086328,6.49,0.0,5.32,9.0,9.0,2024-01-17
461,4425295504917,4.0,0.0,2.57,4.02,4.02,2024-01-17
461,4430731112336,7.0,0.0,15.53,22.82,22.82,2024-01-17
461,3510000906,1.12,0.0,3.8,5.08,5.08,2024-01-17
461,4428959956252,10.0,23.0,0.62,1.42,1.16,2024-01-17
461,35142097746,8.0,0.0,1.26,1.58,1.58,2024-01-17
461,4427243326008,3.0,0.0,6.41,8.24,8.24,2024-01-17
461,4425327778857,12.0,0.0,4.75,7.09,7.09,2024-01-17
461,4425851250218,8.0,8.0,1.19,2.29,2.13,2024-01-17
461,44267712,3.0,23.0,18.46,24.2,19.67,2024-01-17
461,4427921725368,8.0,0.0,8.66,11.03,11.03,2024-01-17
461,4427333878023,10.0,8.0,9.54,14.74,13.64,2024-01-17
461,4425194350019,7.0,0.0,2.34,3.29,3.29,2024-01-17
461,4425257251419,9.0,23.0,22.09,33.31,27.08,2024-01-17
461,3510004427,6.14,0.0,9.59,12.0,12.0,2024-01-17
461,4428959956252,8.0,23.0,0.84,1.93,1.57,2024-01-17
461,4426621757108,8.0,0.0,7.29,10.3,10.3,2024-01-17
461,42770917,10.0,23.0,6.57,13.8,11.22,2024-01-17
461,6307893928523,7.0,23.0,1.0,2.46,2.0,2024-01-17
461,4425097527799,9.0,0.0,11.89,15.93,15.93,2024-01-17
461,4426272000038,7.0,0.0,2.27,2.81,2.81,2024-01-17
461,4425037367269,4.0,0.0,3.58,4.71,4.71,2024-01-17
461,4427174353250,2.0,0.0,5.86,8.44,8.44,2024-01-17
461,5709777723531,10.0,8.0,8.18,13.34,12.35,2024-01-17
461,3010800694320,7.0,23.0,6.72,10.58,8.61,2024-01-17
461,4425037367325,5.0,0.0,6.79,9.73,9.73,2024-01-17
461,44322504,2.0,23.0,4.84,8.0,6.51,2024-01-17
461,30063132,4.0,23.0,2.03,3.62,2.95,2024-01-17
461,35142083890,1.33,0.0,10.68,14.84,14.84,2024-01-17
461,3510000906,3.12,0.0,2.6,3.47,3.47,2024-01-17
461,35142092110,3.0,23.0,23.27,41.63,33.84,2024-01-17
461,3510003540,14.0,0.0,4.33,5.66,5.66,2024-01-17
461,3510001242,2.2,0.0,7.88,10.61,10.61,2024-01-17
461,5832750008749,4.34,0.0,13.33,18.13,18.13,2024-01-17
461,3510000912,6.1,0.0,5.15,7.19,7.19,2024-01-17
461,3510000912,8.09,0.0,6.24,8.73,8.73,2024-01-17
461,35142091345,3.23,0.0,4.35,6.16,6.16,2024-01-17
461,35142089797,3.05,0.0,3.62,4.83,4.83,2024-01-17
461,4427820526364,3.0,0.0,1.98,2.92,2.92,2024-01-17
461,4430828582190,6.0,0.0,7.96,10.11,10.11,2024-01-17
461,4425482285774,3.0,0.0,5.8,8.15,8.15,2024-01-17
461,4425482285756,5.0,0.0,6.19,8.69,8.69,2024-01-17
461,4425384240251,2.0,0.0,2.8,3.86,3.86,2024-01-17
461,35142094222,2.13,0.0,1.03,1.6,1.6,2024-01-17
461,4427243325785,5.0,0.0,3.73,4.76,4.76,2024-01-17
461,35142088848,2.12,0.0,2.41,4.11,4.11,2024-01-17
461,3510000906,8.12,0.0,4.2,5.6,5.6,2024-01-17
461,5716657732344,5.0,0.0,1.24,1.59,1.59,2024-01-17
461,4427820526653,6.0,0.0,5.15,5.69,5.69,2024-01-17
461,4429278085911,3.0,0.0,1.82,3.14,3.14,2024-01-17
461,4499033238441,3.0,23.0,0.6,1.24,1.01,2024-01-17
461,4425010501635,3.0,23.0,1.73,2.27,1.85,2024-01-17
461,3824904817348,9.0,23.0,59.65,103.56,84.2,2024-01-17
461,4428959956252,4.0,23.0,0.5,1.14,0.93,2024-01-17
461,4427243326745,8.0,0.0,5.88,7.57,7.57,2024-01-17
461,35142085431,12.0,0.0,5.13,7.14,7.14,2024-01-17
461,35142092110,2.0,23.0,25.44,45.51,36.99,2024-01-17
461,4427820526626,2.0,0.0,3.13,4.07,4.07,2024-01-17
461,35142083953,9.17,0.0,10.19,13.08,13.08,2024-01-17
461,35142094222,3.15,0.0,1.52,2.34,2.34,2024-01-17
461,35142089632,5.14,0.0,3.59,5.28,5.28,2024-01-17
461,4427243325075,6.0,0.0,5.24,6.61,6.61,2024-01-17
461,4427243326299,6.0,0.0,9.45,11.86,11.86,2024-01-17
461,4425010501635,4.0,23.0,3.76,4.96,4.03,2024-01-17
461,5832750006722,6.11,0.0,1.02,1.66,1.66,2024-01-17
461,4425372782535,4.0,0.0,12.94,18.79,18.79,2024-01-17
461,4430403756839,7.0,23.0,4.86,8.3,6.73,2024-01-17
461,4429212753639,6.0,0.0,1.21,1.74,1.74,2024-01-17
461,60571320,11.0,0.0,11.39,17.15,17.15,2024-01-17
461,4427715871593,6.0,23.0,16.73,21.61,17.57,2024-01-17
461,3510004427,4.22,0.0,11.99,15.02,15.02,2024-01-17
461,5832750008749,2.16,0.0,4.11,5.59,5.59,2024-01-17
461,4427243325075,2.0,0.0,5.1,6.43,6.43,2024-01-17
461,4425615000008,3.0,0.0,3.97,4.41,4.41,2024-01-17
461,60571320,7.0,0.0,3.44,5.18,5.18,2024-01-17
461,4427921257677,2.0,0.0,4.64,8.28,8.28,2024-01-17
461,5832750001626,5.15,0.0,7.85,10.96,10.96,2024-01-17
461,6534075650338,3.0,0.0,2.49,2.83,2.83,2024-01-17
461,3510003789,4.24,0.0,5.85,8.07,8.07,2024-01-17
461,4431172896967,6.0,0.0,16.79,22.91,22.91,2024-01-17
461,35142083890,1.32,0.0,9.31,12.93,12.93,2024-01-17
461,4426929753190,10.0,23.0,17.7,27.91,22.69,2024-01-17
461,3510000906,3.25,0.0,5.28,7.04,7.04,2024-01-17
461,4425800553330,3.0,0.0,1.84,2.69,2.69,2024-01-17
461,35142088848,2.33,0.0,8.82,14.96,14.96,2024-01-17
461,35142087702,2.22,0.0,12.54,16.6,16.6,2024-01-17
461,44305032,2.0,23.0,14.06,18.12,14.73,2024-01-17
461,4427243325785,10.0,0.0,3.73,4.76,4.76,2024-01-17
461,4427174326238,10.0,0.0,5.57,7.67,7.67,2024-01-17
461,5832750006688,3.37,0.0,0.84,1.68,1.68,2024-01-17
461,44316609,9.0,23.0,11.38,14.78,12.02,2024-01-17
461,4425518273279,7.0,0.0,4.89,6.25,6.25,2024-01-17
461,4427174326227,4.0,0.0,9.0,9.0,9.0,2024-01-17
461,3510000918,2.2,0.0,6.45,9.14,9.14,2024-01-17
461,44258395,3.0,23.0,3.82,5.35,4.35,2024-01-17
461,44274246,4.0,23.0,3.74,4.48,3.65,2024-01-17
461,4425010501635,5.0,23.0,5.34,7.04,5.71,2024-01-17
461,35142091666,4.0,0.0,6.21,7.87,7.87,2024-01-17
461,35142089982,7.14,0.0,4.05,5.79,5.79,2024-01-17
461,5832750001626,4.19,0.0,10.28,14.33,14.33,2024-01-17
461,4425147759798,10.0,0.0,2.76,4.09,4.09,2024-01-17
461,4425801752428,3.0,0.0,3.1,4.02,4.02,2024-01-17
461,4427921257677,7.0,0.0,4.86,8.67,8.67,2024-01-17
461,4427715893417,5.0,23.0,30.87,39.8,32.36,2024-01-17
461,4425257258649,8.0,23.0,5.38,9.27,7.53,2024-01-17
461,35142085431,8.0,0.0,7.17,9.99,9.99,2024-01-17
461,4429252350255,9.0,0.0,3.22,4.84,4.84,2024-01-17
461,4425851263132,3.0,23.0,0.92,1.63,1.33,2024-01-17
461,4425329253198,2.0,0.0,3.92,5.66,5.66,2024-01-17
461,4426871250027,3.0,0.0,5.31,7.88,7.88,2024-01-17
461,4431176968401,2.0,23.0,22.3,34.69,28.21,2024-01-17
461,35142092292,8.19,0.0,9.58,12.46,12.46,2024-01-17
461,3510000922,1.4,0.0,9.74,13.35,13.35,2024-01-17
461,5832750008749,5.58,0.0,12.24,16.64,16.64,2024-01-17
461,4425010501635,9.0,23.0,3.94,5.19,4.21,2024-01-17
461,4427820525076,5.0,0.0,2.94,3.62,3.62,2024-01-17
461,4425240000977,10.0,0.0,4.69,5.21,5.21,2024-01-17
461,4431193745386,5.0,23.0,3.33,9.3,7.55,2024-01-17
461,4425257258152,3.0,23.0,6.75,10.81,8.8,2024-01-17
461,4425257251419,5.0,23.0,17.45,26.31,21.38,2024-01-17
461,4425615000008,8.0,0.0,4.06,4.51,4.51,2024-01-17
461,4425615000008,2.0,0.0,3.05,3.39,3.39,2024-01-17
461,5832750001626,4.06,0.0,3.04,4.25,4.25,2024-01-17
461,35142089797,7.09,0.0,6.38,8.5,8.5,2024-01-17
461,35142087702,8.11,0.0,5.78,7.64,7.64,2024-01-17
461,5709778974315,6.0,23.0,2.39,3.88,3.16,2024-01-17
461,35142086328,7.12,0.0,1.83,3.1,3.1,2024-01-17
461,4427243325785,5.0,0.0,3.6,4.61,4.61,2024-01-17
461,35142085431,11.0,0.0,3.51,4.9,4.9,2024-01-17
461,3510000922,6.4,0.0,15.99,21.92,21.92,2024-01-17
461,4425194346673,5.0,0.0,8.43,13.18,13.18,2024-01-17
461,35142091276,1.2,0.0,4.95,7.3,7.3,2024-01-17
461,35142087702,7.16,0.0,7.94,10.5,10.5,2024-01-17
461,35142091977,5.23,0.0,6.54,9.51,9.51,2024-01-17
461,4425250515532,11.0,0.0,6.93,12.11,12.11,2024-01-17
461,4430037155931,4.0,0.0,4.57,7.01,7.01,2024-01-17
461,5832750007270,8.2,0.0,2.45,3.44,3.44,2024-01-17
461,35142085431,6.0,0.0,3.46,4.84,4.84,2024-01-17
461,3510003540,9.0,0.0,1.94,2.54,2.54,2024-01-17
461,35142097744,3.0,0.0,1.27,1.58,1.58,2024-01-17
461,44316615,8.0,23.0,11.63,15.08,12.26,2024-01-17
461,4427715893737,2.0,23.0,22.02,28.39,23.09,2024-01-17
461,3022950216286,10.0,23.0,37.69,49.44,40.2,2024-01-17
461,44305185,3.0,23.0,11.16,14.51,11.8,2024-01-17
461,4425010501635,9.0,23.0,11.82,15.57,12.63,2024-01-17
461,4426169963371,4.0,23.0,7.6,13.59,11.05,2024-01-17
461,4426092005886,3.0,0.0,1.58,2.87,2.87,2024-01-17
461,4426092005892,5.0,0.0,2.1,3.42,3.42,2024-01-17
461,4431172891113,3.0,0.0,8.37,8.82,8.82,2024-01-17
461,4431172891131,10.0,0.0,4.67,5.42,5.42,2024-01-17
461,4431172891656,5.0,0.0,8.41,11.54,11.54,2024-01-17
461,4428959956252,4.0,23.0,0.55,1.25,1.02,2024-01-17
461,44317626,10.0,23.0,6.21,10.59,8.61,2024-01-17
461,4427715893737,6.0,23.0,42.66,55.01,44.75,2024-01-17
461,4431172885755,3.0,0.0,4.77,6.83,6.83,2024-01-17
461,4426019250275,2.0,23.0,2.17,3.98,3.24,2024-01-17
461,4425147766911,6.0,0.0,1.9,2.74,2.74,2024-01-17
461,5832750006722,5.31,0.0,2.53,4.15,4.15,2024-01-17
461,3510000945,9.0,0.0,4.26,4.85,4.85,2024-01-17
461,4425037367325,8.0,0.0,6.7,9.6,9.6,2024-01-17
461,4426380750026,7.0,0.0,3.56,5.12,5.12,2024-01-17
461,5709773114345,6.0,8.0,6.06,10.57,9.77,2024-01-17
461,6333968052448,8.0,8.0,5.41,8.62,7.99,2024-01-17
461,4427715893737,3.0,23.0,17.57,22.65,18.42,2024-01-17
461,44306694,10.0,23.0,10.34,13.52,10.99,2024-01-17
461,44306790,7.0,23.0,13.18,17.23,14.01,2024-01-17
461,4425405750000,3.0,23.0,3.28,6.08,4.94,2024-01-17
461,4430582617539,4.0,0.0,4.87,6.02,6.02,2024-01-17
461,35133670134,3.28,5.0,2.78,3.64,3.47,2024-01-17
461,35142089976,9.33,0.0,11.27,11.27,11.27,2024-01-17
461,5832750008749,6.36,0.0,10.44,14.2,14.2,2024-01-17
461,35142090128,7.05,0.0,2.53,3.32,3.32,2024-01-17
461,35142087702,8.12,0.0,4.59,6.07,6.07,2024-01-17
461,4425147767955,4.0,0.0,1.46,2.33,2.33,2024-01-17
461,4425076520774,8.0,23.0,11.17,19.47,15.83,2024-01-17
461,35142090256,5.35,0.0,11.57,15.93,15.93,2024-01-17
461,30108419,3.0,0.0,1.19,1.67,1.67,2024-01-17
461,4425705003009,10.0,23.0,6.36,9.73,7.91,2024-01-17
461,4425800551166,5.0,0.0,3.37,4.93,4.93,2024-01-17
461,4425705003009,2.0,23.0,3.62,5.54,4.5,2024-01-17
461,4427820527694,2.0,23.0,0.45,0.83,0.67,2024-01-17
461,4425851269302,7.0,8.0,2.85,5.41,5.01,2024-01-17
461,35142086328,2.17,0.0,3.38,5.71,5.71,2024-01-17
461,4499033238441,2.0,23.0,0.41,0.84,0.69,2024-01-17
461,4425250500214,10.0,0.0,2.61,4.12,4.12,2024-01-17
461,35142097744,5.0,0.0,1.74,2.17,2.17,2024-01-17
461,4427243325785,4.0,0.0,4.11,5.26,5.26,2024-01-17
461,5832750006722,5.15,0.0,1.03,1.68,1.68,2024-01-17
461,5716657562929,10.0,0.0,1.67,2.36,2.36,2024-01-17
461,4425295504625,4.0,0.0,1.62,2.31,2.31,2024-01-17
461,4430060486131,3.0,0.0,2.44,3.46,3.46,2024-01-17
461,5832750008121,3.06,0.0,1.77,2.15,2.15,2024-01-17
461,5832750008121,2.12,0.0,4.59,5.61,5.61,2024-01-17
461,4425705003009,7.0,23.0,4.35,6.65,5.41,2024-01-17
461,4425713265676,8.0,8.0,9.78,15.3,14.17,2024-01-17
461,3577956196866,10.0,8.0,4.62,7.29,6.74,2024-01-17
461,4425713476590,3.0,8.0,3.86,8.7,8.05,2024-01-17
461,4431172891131,3.0,0.0,6.21,7.21,7.21,2024-01-17
461,4430060486131,9.0,0.0,0.94,1.32,1.32,2024-01-17
461,4426863003429,4.0,0.0,2.01,3.16,3.16,2024-01-17
461,4426929757018,8.0,23.0,16.32,25.52,20.75,2024-01-17
461,4425250501299,9.0,0.0,1.81,2.54,2.54,2024-01-17
461,57168701,8.0,0.0,2.11,3.05,3.05,2024-01-17
461,6307893928523,5.0,23.0,0.59,1.46,1.2,2024-01-17
461,4431208930215,2.0,23.0,2.79,4.68,3.81,2024-01-17
461,4425250511152,8.0,23.0,2.74,5.07,4.11,2024-01-17
461,35142092110,7.0,23.0,58.55,104.74,85.15,2024-01-17
461,4425194346632,5.0,0.0,5.36,7.49,7.49,2024-01-17
461,44305180,7.0,23.0,14.43,18.8,15.28,2024-01-17
461,4425010501635,12.0,23.0,17.8,23.45,19.03,2024-01-17
461,44267712,7.0,23.0,18.05,23.66,19.23,2024-01-17
461,44292735,7.0,23.0,16.76,21.74,17.68,2024-01-17
461,4425375026814,9.0,0.0,1.75,2.52,2.52,2024-01-18
461,5832750006601,5.1,0.0,4.27,6.54,6.54,2024-01-18
461,35142097521,8.0,0.0,1.57,2.07,2.07,2024-01-18
461,35142085431,4.0,0.0,1.53,2.14,2.14,2024-01-18
461,3510000945,9.0,0.0,4.23,4.82,4.82,2024-01-18
461,44305244,4.0,23.0,13.58,17.68,14.37,2024-01-18
461,38238823,8.0,23.0,2.7,5.14,4.18,2024-01-18
461,4425147769520,9.0,0.0,5.58,7.64,7.64,2024-01-18
461,4427820527220,10.0,0.0,2.36,3.69,3.69,2024-01-18
461,35142097745,10.0,0.0,4.72,6.01,6.01,2024-01-18
461,35142097746,7.0,0.0,1.51,1.88,1.88,2024-01-18
461,4427243325075,3.0,0.0,4.31,5.44,5.44,2024-01-18
461,35142086328,8.5,0.0,9.95,16.82,16.82,2024-01-18
461,4427243325075,7.0,0.0,7.23,9.12,9.12,2024-01-18
461,35142090127,3.15,0.0,8.1,10.7,10.7,2024-01-18
461,4425405750046,5.0,23.0,1.25,2.13,1.74,2024-01-18
461,4425250500209,7.0,0.0,2.39,3.51,3.51,2024-01-18
461,4425405750046,7.0,23.0,2.14,3.66,2.98,2024-01-18
461,35142085428,6.0,0.0,7.03,10.48,10.48,2024-01-18
461,35142097521,8.0,0.0,2.53,3.34,3.34,2024-01-18
461,4425250500214,4.0,0.0,2.35,3.71,3.71,2024-01-18
461,5832750008121,4.23,0.0,6.11,7.48,7.48,2024-01-18
461,4427715833748,8.0,23.0,19.31,25.04,20.36,2024-01-18
461,44304128,4.0,23.0,17.44,22.66,18.42,2024-01-18
461,5832750010672,7.19,0.0,6.59,8.86,8.86,2024-01-18
461,35142091500,2.18,0.0,5.82,8.1,8.1,2024-01-18
461,35142083890,5.19,0.0,6.31,8.76,8.76,2024-01-18
461,35142091498,7.28,0.0,12.78,17.36,17.36,2024-01-18
461,35142083953,2.15,0.0,8.47,10.88,10.88,2024-01-18
461,40868604,10.0,23.0,3.42,6.98,5.68,2024-01-18
461,4425147763176,7.0,23.0,2.69,4.83,3.93,2024-01-18
461,4426454327301,2.0,0.0,6.09,8.18,8.18,2024-01-18
461,35142097521,10.0,0.0,2.42,3.19,3.19,2024-01-18
461,35142097746,7.0,0.0,2.61,3.26,3.26,2024-01-18
461,5832750008749,6.23,0.0,6.31,8.59,8.59,2024-01-18
461,5832750001626,9.14,0.0,6.76,9.43,9.43,2024-01-18
461,35142092004,6.16,0.0,6.48,9.02,9.02,2024-01-18
461,3510000945,6.0,0.0,3.51,3.99,3.99,2024-01-18
461,4430692386966,3.0,23.0,1.04,2.32,1.9,2024-01-18
461,4425258021517,10.0,0.0,1.91,3.26,3.26,2024-01-18
461,35142085431,5.0,0.0,1.68,2.34,2.34,2024-01-18
461,35142087702,9.17,0.0,11.3,14.93,14.93,2024-01-18
461,35142087702,8.08,0.0,2.68,3.54,3.54,2024-01-18
